slug,industry,confidence
unanet,tech_software_internet,high
under-armour,consumer_brands,high
unicourt,tech_software_internet,high
unifiedcomms-group,consulting_professional_services,high
union-tech,manufacturing,high
uniteus,tech_software_internet,high
unitq,tech_software_internet,high
universiti-teknikal-mara-sdn-bhd,education_higher,high
unqork,tech_software_internet,high
unum,finance_insurance,high
upeca-aerotech-sdn-bhd,defense_aerospace,high
urbn-urban-outfitters-anthropologie-group-free-people-nuuly,retail_ecommerce,high
usli,finance_insurance,high
uspro,consulting_professional_services,high
v-series-international-sdn-bhd,consulting_professional_services,medium
v-solve,consulting_professional_services,high
vala-solutions-inc,consulting_professional_services,medium
vanilla,finance_fintech,high
vanir,real_estate_construction,high
varonis,tech_software_internet,high
vector-consulting-inc,consulting_professional_services,high
vee-loo-guna-associates-chartered-accountant,consulting_professional_services,high
vehicle-service-group-a-dover-company,manufacturing,high
veit,real_estate_construction,high
verdant-solar-sdn-bhd,energy_utilities,high
verisinsights,consulting_professional_services,high
vic-engineering-sdn-bhd,manufacturing,medium
victorious,media_entertainment,high
vidsy,media_entertainment,high
viega-llc,manufacturing,high
viget,consulting_professional_services,high
vimigo,tech_software_internet,high
vineyard-vines,consumer_brands,high
visual-sculpture-design-m-sdn-bhd,real_estate_construction,medium
vitar-group,consulting_professional_services,medium
vsp-vision-care,finance_insurance,high
waffle-house-inc,hospitality_food_service,high
wakemed,healthcare_provider,high
walrusfi,finance_fintech,high
warner-music-malaysia,media_entertainment,high
washington-metropolitan-area-transit-authority-wmata,transportation_logistics,high
wavepoint-3pl,transportation_logistics,high
wear-safe-malaysia-sdn-bhd-wsm5,manufacturing,high
weatherford,energy_utilities,high
weegetu-online-enterprise,consulting_professional_services,medium
western-union,finance_fintech,high
wildcardcreativegroup,media_entertainment,high
williams-sonoma-inc,retail_ecommerce,high
wimmer-solutions,consulting_professional_services,high
wintech-metal-processing-sdn-bhd,manufacturing,high
withclutch,tech_software_internet,high
woo,finance_fintech,high
workinprogress,media_entertainment,high
world-kinect,energy_utilities,high
world-learning,nonprofit,high
world-market,retail_ecommerce,high
worldsign-industries-sdn-bhd,media_entertainment,medium
wuhan-city-environment-protection-engineering-m-sdn-bhd,energy_utilities,high
xosinc,automotive,high
yeahhost-sdn-bhd,tech_software_internet,medium
ygl-intelligent-technology-sdn-bhd,tech_software_internet,high
yh-tan-associates-plt,consulting_professional_services,high
ymca-of-metropolitan-chicago,nonprofit,high
yondr,tech_software_internet,medium
zeektek,consulting_professional_services,high
zeta-global,media_entertainment,high
zf-automotive-malaysia-sdn-bhd,automotive,high
zhihe-enterprise,consulting_professional_services,medium
zico-trust-m-berhad,finance_fintech,high
zolon-tech-inc,consulting_professional_services,high
zte-malaysia-corporation-sdn-bhd,telecommunications,high
zyxware-technologies,consulting_professional_services,high
100k-job-hunt,consulting_professional_services,medium
3playmedia,media_entertainment,high
90seconds,media_entertainment,high
Ceros,tech_software_internet,high
Svix,tech_software_internet,high
Trend-Health-Partners,healthcare_provider,high
a-job-thing,tech_software_internet,medium
a-razak-co,consulting_professional_services,medium
aapico-steps,consulting_professional_services,high
abacus-service-corporation,consulting_professional_services,high
ablelight,nonprofit,high
abyres-sdn-bhd,consulting_professional_services,high
academic-partnerships,education_higher,high
access-corporate-group,consumer_brands,high
accuro,consulting_professional_services,high
acds,education_higher,medium
ace-empire-development-sdn-bhd,consulting_professional_services,medium
ace-print-sdn-bhd,media_entertainment,medium
ace-zeta-pte-ltd,tech_software_internet,medium
aco-tech-sdn-bhd,tech_software_internet,medium
acquisition-professionals-llc,consulting_professional_services,high
acrt,energy_utilities,high
acson-malaysia-sales-service-sdn-bhd,manufacturing,high
action-facilities-management,real_estate_construction,high
activate,nonprofit,high
active-hydro-control-sdn-bhd,manufacturing,medium
adamas-marine-sdn-bhd,transportation_logistics,high
adastra-ip-m-sdn-bhd,legal_services,high
adhoclabs,tech_software_internet,high
advancecon-infra-sdn-bhd,real_estate_construction,high
advanced-ceramics-technology-m-sdn-bhd,manufacturing,high
advancedagrilytics,agriculture_food_production,high
aerometals-inc,defense_aerospace,high
aeromexico,transportation_logistics,high
aesop,consumer_brands,high
aevevo-technology,tech_software_internet,medium
ag-assurance-pac,consulting_professional_services,high
agartea-sdn-bhd,consumer_brands,medium
agatesoftware,tech_software_internet,high
agile-datapro,consulting_professional_services,high
agreeya-solutions,consulting_professional_services,high
agricultural-research-service,public_sector_government,high
ahamad-naina-mydin-associates,consulting_professional_services,high
aiconnectpro,consulting_professional_services,high
aidas-system-sdn-bhd,tech_software_internet,medium
aidil-colour-sdn-bhd,manufacturing,medium
air-evac-lifeteam,healthcare_provider,high
airfilter-engineering-m-sdn-bhd,manufacturing,high
airia,tech_software_internet,high
aisle,tech_software_internet,high
aizon,tech_software_internet,high
al-ikhsan-sports-sdn-bhd,retail_ecommerce,high
albanese-confectionery-group-inc,consumer_brands,high
albany-international-corp,manufacturing,high
alkeus,healthcare_pharma_biotech,high
all-cosmos-industries-sdn-bhd,manufacturing,medium
all-fit-fitness-sdn-bhd,consumer_brands,medium
alpenlabs,finance_fintech,high
alpha-laboratories-nz-limited,healthcare_pharma_biotech,high
alpha-silicon,consulting_professional_services,high
alphabet-managed-solutions-sdn-bhd,consulting_professional_services,medium
alpine-solutions-group,consulting_professional_services,high
als,consulting_professional_services,high
alstom,manufacturing,high
alsym-energy,manufacturing,high
altercall,consulting_professional_services,high
alzheimer-s-association,nonprofit,high
am-pm-pharmacy-sdn-bhd,retail_ecommerce,high
amalgamated-metal-corporation-m-sdn-bhd,manufacturing,high
amazon-games,gaming,high
amc-cincaria-sdn-bhd,manufacturing,medium
amdocs,tech_software_internet,high
ame-development-sdn-bhd,real_estate_construction,high
american-cancer-society,nonprofit,high
american-structurepoint,consulting_professional_services,high
ami,consulting_professional_services,medium
amiga-informatics,consulting_professional_services,high
ammetlife,finance_insurance,high
amotec-inc,consulting_professional_services,high
amperon,tech_software_internet,high
amphenol-communications-solutions,tech_hardware_semiconductors,high
amsteel-mills-sdn-bhd,manufacturing,high
amtex-enterprises-inc-https-amtexenterprises-com-careers-jobs,consulting_professional_services,high
anara,tech_software_internet,high
anblicks,consulting_professional_services,high
andritz-feed-and-biofuel,manufacturing,high
ang-ang-s-roastery,hospitality_food_service,medium
anradus-pte-ltd,consulting_professional_services,high
ansabiotechnologies,healthcare_pharma_biotech,high
ansatzcapital,finance_fintech,high
anshin-precision-industries-sdn-bhd,manufacturing,high
anson-contracting-sdn-bhd,real_estate_construction,high
answerrocket,tech_software_internet,high
antenna-group,media_entertainment,high
anytime-fitness-trailblazers,consumer_brands,high
aorton-inc,consulting_professional_services,high
apex-cosmeceutical-technology-sdn-bhd,consumer_brands,high
apex-office-furniture-exporter-sdn-bhd,manufacturing,high
apex-placement-consulting,consulting_professional_services,high
apollo-information-systems,consulting_professional_services,high
applied-insight-llc,consulting_professional_services,high
applied-resource-group,consulting_professional_services,high
appomni,tech_software_internet,high
apron,finance_fintech,high
aptim,consulting_professional_services,high
aptoslabs,finance_fintech,high
aptous,consulting_professional_services,high
arauco-north-america,manufacturing,high
arbiter-ai,tech_software_internet,high
arconic,manufacturing,high
arenaa-star-hotel-sdn-bhd,hospitality_food_service,high
arkhya-tech-inc,consulting_professional_services,high
arkoselabs,tech_software_internet,high
armamentsresearchcompany,defense_aerospace,high
arnold-porter,legal_services,high
aro-spring-sdn-bhd,manufacturing,medium
arrow-components-m-sdn-bhd,tech_hardware_semiconductors,high
artech-l-l-c,consulting_professional_services,high
arthrex,healthcare_devices,high
artificial-intelligence-home-sdn-bhd,retail_ecommerce,medium
artisan-talent,consulting_professional_services,high
asa-system-sdn-bhd,manufacturing,medium
asdf-worldwide-sdn-bhd,consulting_professional_services,medium
asia-online-publishing-group-sdn-bhd,media_entertainment,high
asiapay-m-sdn-bhd,finance_fintech,high
asimov,healthcare_pharma_biotech,high
asociacion-puertorriquenos-en-marcha,nonprofit,high
asphalt-materials-inc,manufacturing,high
aspiranet,nonprofit,high
astraservicespartners,consulting_professional_services,high
ateeca-inc,consulting_professional_services,high
athene,finance_insurance,high
athleta,consumer_brands,high
atlantis-it-group,consulting_professional_services,high
atria-senior-living,healthcare_provider,high
audubon-companies,consulting_professional_services,high
aurubis-richmond,manufacturing,high
authentic8,tech_software_internet,high
autoliv,automotive,high
automatiq,tech_software_internet,high
aver-asia-rental-sdn-bhd,consulting_professional_services,medium
avertium,tech_software_internet,high
aviator,healthcare_provider,high
avista-senior-living,healthcare_provider,high
axelon-services-corporation,consulting_professional_services,high
axius-technologies-inc,consulting_professional_services,high
axuall,tech_software_internet,high
azenta-life-sciences,healthcare_pharma_biotech,high
b2b-commerce-m-sdn-bhd,consulting_professional_services,medium
b2be-gss-sdn-bhd,consulting_professional_services,medium
badger-infrastructure-solutions,real_estate_construction,high
bailey,manufacturing,high
ban-seng-plastic-industries-assembly-sdn-bhd,manufacturing,medium
bansam-sdn-bhd,manufacturing,medium
banyaninfrastructure,tech_software_internet,high
barcel-usa,consumer_brands,high
barry-wehmiller-design-group,consulting_professional_services,high
batch-technologies-sdn-bhd,manufacturing,medium
bauerhockeycascademaveriklacrossefc,consumer_brands,high
bavarian-motorworks-sdn-bhd,automotive,high
bbs-clinic,healthcare_provider,high
bcp-asia-sdn-bhd,consulting_professional_services,medium
bdg,media_entertainment,high
be-marketable,consulting_professional_services,medium
beamery,tech_software_internet,high
beamish-recruitment-agency,consulting_professional_services,high
beauty-quest-group,consumer_brands,high
bechtel-plant-machinery-inc-bpmi,defense_aerospace,high
beez-fintech-sdn-bhd,finance_fintech,high
bel-brands-usa-foodservice,consumer_brands,high
benchmark-electronics-ipo-division,manufacturing,high
berjaya-corporation-bhd,other,medium
best-com-malaysia-sdn-bhd,consulting_professional_services,medium
best-high-technologies-llc-bht,consulting_professional_services,high
betterdebtsolutions,finance_fintech,high
bettermile,tech_software_internet,high
beyond-finance,finance_fintech,high
bhh-products-sdn-bhd,consumer_brands,medium
big-domain-sdn-bhd-bigdomain-my,tech_software_internet,medium
bigrio,consulting_professional_services,high
bill,finance_fintech,high
binary-tech-consulting-corp,consulting_professional_services,high
binasat-communication-berhad,telecommunications,high
biontech-se,healthcare_pharma_biotech,high
bioquest-advisory-sdn-bhd,consulting_professional_services,high
birlasoft,consulting_professional_services,high
bitvavo,finance_fintech,high
black-point-design-sdn-bhd,real_estate_construction,medium
blackhawk-network,finance_fintech,high
blackstone-talent-group,consulting_professional_services,high
blackthorn,tech_software_internet,high
blockdaemon,finance_fintech,high
blockworks,media_entertainment,high
blue-spire-inc,consulting_professional_services,high
blue-stream-consultancy-pte-ltd,consulting_professional_services,high
bluerocktx,healthcare_pharma_biotech,high
blum-usa,manufacturing,high
body-guard-technologies-sdn-bhd,real_estate_construction,medium
boldyn-networks,telecommunications,high
bolthouse-farms,consumer_brands,high
box,tech_software_internet,high
bp-e-c-malaysia-sdn-bhd,consulting_professional_services,medium
br-metals-sdn-bhd,finance_fintech,medium
breaker,tech_hardware_semiconductors,high
